Feature ID,106A_Female_TotalReads,108A_Female_TotalReads,106A_Male_TotalReads,108A_Male_TotalReads
TR36810-1,9,9,3,3
TR36810-2,13,20,18,25
TR36817,648,736,862,1026
TR3682,3,5,3,0
TR36820,2071,3672,5996,4267
TR36823-3,2,12,5,16
TR36824-1,0,0,11,8
TR36824-2,3,2,5,4
TR36825-1,4,21,0,0
TR36825-2,10,32,29,16
TR36834,846,914,2622,3837
TR36838,1036,2068,2285,1791
TR3684-1,3,2,51,26
TR3684-2,35,11,164,163
TR36841-1,7,7,2,22
TR36841-2,71,79,186,63
TR36846,435,197,180,171
TR3685,0,0,9,5
TR36850-1,30,157,135,119
TR36850-2,6,13,48,5
TR36858-3,1,3,6,15
TR36859-1,6,6,20,11
TR36859-2,7,4,22,6
TR3686,1,7,6,7
TR36861,205,249,746,1121
TR36866,843,535,977,586
TR36867,943,824,1071,1004
TR36868,324,479,802,958
TR3687,6,11,8,3
TR3688-1,0,5,3,0
TR3688-2,2,4,5,2
TR36887-1,10,4,23,24
TR36887-2,6,0,7,4
TR3689,31,75,76,81
TR36890,399,309,478,826
TR36891,352,562,474,367
TR36894-1,497,519,440,1313
TR36894-2,151,249,419,469
TR36898-1,165,55,104,40
TR36898-2,190,58,57,68
TR369,111,209,136,198
TR3690,2,2,5,3
TR36903,5,18,11,63
TR36903-1,102,109,132,232
TR36903-2,125,106,266,121
TR36904-1,5,21,46,36
TR36904-2,12,10,15,1
TR36905-3,6,15,11,28
TR36905-4,1,12,17,3
TR36905-5,36,23,28,9
TR36905-6,0,3,11,11
TR36905-7,10,1,0,1
TR36905-8,24,17,12,6
TR3691,0,0,7,4
TR36915,317,444,442,455
TR36917,2284,1875,1866,1531
TR3692,1,2,13,6
TR36923-3,12,16,11,0
TR36926,254,364,510,534
TR3693,2,5,11,6
TR36930-1,2,20,27,24
TR36930-2,14,11,22,25
TR36931-1,60,19,10,15
TR36931-2,123,1,44,27
TR36935,433,642,516,508
TR36937,845,1061,1072,915
TR36938-1,41,19,311,415
TR36938-2,25,12,19,444
TR3694,2,1,2,2
TR36942,1730,1102,1933,2347
TR36943-1,2,2,5,3
TR36943-2,2,11,20,21
TR36955,395,317,525,399
TR36957-1,924,626,26,1424
TR36957-2,1597,1166,2960,3024
TR36958,362,617,998,1302
TR36959,235,547,457,516
TR3696,2,1,8,1
TR36960-3,9,21,17,24
TR36966-1,28,44,33,59
TR36966-2,61,60,41,66
TR36969-1,3,6,19,12
TR36969-2,6,16,1,15
TR3697,2,4,2,2
TR36974-3,104,32,347,379
TR36979-3,241,372,542,334
TR3698,1,4,1,9
TR36984-1,47,28,40,38
TR36984-2,49,46,63,40
TR36989,1608,1196,2438,4819
TR3699,7,17,36,22
TR36994,267,274,539,1395
TR37,20,19,33,32
TR370,5,9,8,10
TR37002,1960,1454,1548,1397
TR37007,750,1085,1258,1202
TR37014-1,0,0,0,1
TR37014-2,3,0,0,3
TR37015-1,6,4,55,62
TR37015-2,29,7,121,96
TR3702,0,2,6,3
TR37023,2476,3282,4271,4493
TR37027-3,367,687,574,402
TR3703,0,1,4,3
TR37030-1,1,2,2,1
TR37030-2,8,4,5,2
TR37036,984,1293,1965,2050
TR3704,0,3,5,1
TR37044-1,20,50,98,193
TR37044-2,3,7,93,1
TR37049-1,54,120,124,94
TR37049-2,14,20,42,45
TR37056-1,93,89,24,101
TR37056-2,103,180,352,233
TR3706,35,20,9,6
TR37063-1,2,13,20,10
TR37063-2,27,33,38,45
TR37068-1,1,8,3,12
TR37068-2,0,0,9,6
TR3707,0,17,3,0
TR37079,273,456,408,583
TR3708,1,7,4,2
TR37081-1,9,11,15,1
TR37081-2,0,4,1,5
TR37083,756,875,420,282
TR37086-1,22,25,15,17
TR37086-2,46,51,15,122
TR37088,409,672,859,939
TR3709-1,0,8,4,1
TR3709-2,0,2,10,6
TR3710,3,3,9,2
TR37107,315,483,313,235
TR3711,2,6,10,6
TR37114-1,4,5,31,20
TR37114-2,6,2,24,25
TR37116,1998,1135,1157,714
TR37118-1,22,16,11,1
TR37118-2,4,24,12,15
TR37121-3,24,2,4,19
TR37126,593,446,679,605
TR37127-1,22,62,31,52
TR37127-2,20,12,12,37
TR37129-1,0,1,12,2
TR37129-2,1,1,0,3
TR37144-3,13,15,4,14
TR37144-4,3,5,5,9
TR37144-5,2,2,9,3
TR37144-6,8,4,11,3
TR37149-1,0,1,0,1
TR37149-2,12,16,19,14
TR3715,0,0,9,10
TR37154-1,4,1,1,0
TR37154-2,5,4,3,15
TR3716,1,5,11,5
TR37163,543,598,1067,1000
TR37166-1,6,14,38,7
TR37166-2,11,0,37,29
TR3717-1,0,1,13,12
TR3717-2,4,2,1,11
TR3719,0,9,23,13
TR37193,1168,1284,1315,1438
TR37199,351,252,368,446
TR3720,10,22,29,22
TR37201-1,10,13,24,51
TR37201-2,6,9,21,9
TR37205-1,44,59,66,56
TR37205-2,6,5,19,13
TR3721,2,3,6,6
TR37212-1,503,584,426,684
TR37212-2,86,184,256,133
TR3722,12,22,53,91
TR37220,1148,589,1595,3370
TR37234,1630,1403,1862,1783
TR3724,3,2,2,3
TR37241-1,13,23,2,10
TR37241-2,0,8,11,8
TR37242-1,0,0,4,0
TR37242-2,19,20,5,2
TR37243-1,49,37,62,48
TR37243-2,1,0,1,11
TR37246,406,445,564,765
TR3725,2,0,11,15
TR37257,95,156,145,312
TR3726,0,6,4,7
TR37262-1,21,0,3,0
TR37262-2,3,9,15,14
TR37264-1,9,13,13,11
TR37264-2,1,4,11,0
TR37264-3,8,0,1,0
TR37266-1,35,30,9,15
TR37266-2,2,29,10,10
TR3727,7,1,2,2
TR37275-1,27,30,36,20
TR37275-2,77,37,39,31
TR37278,1104,1332,4184,4379
TR37279,425,464,542,651
TR3729,41,29,60,29
TR373,3,3,5,4
TR3730,11,10,15,8
TR37302,1197,1429,2406,2398
TR37303-1,2,9,9,9
TR37303-2,105,86,125,100
TR3731,3,3,4,3
TR37314-3,7,12,10,0
TR37314-4,22,8,7,15
TR37315-1,863,494,1097,1001
TR37315-2,43,271,134,40
TR37316,12699,11834,10597,9081
TR37317,429,774,882,720
TR3732-1,2,5,3,1
TR3732-2,4,1,6,4
TR37320,509,642,772,333
TR37321,160,219,670,633
TR3733,12,16,14,14
TR37337,102,176,340,644
TR3734,3,0,6,3
TR3736,5,7,27,30
TR37362-1,47,28,67,37
TR37362-2,30,48,37,75
TR3737-1,1,0,10,7
TR3737-2,3,0,25,19
TR3739,2,7,3,3
TR37392-1,5,2,26,22
TR37392-2,4,3,15,25
TR374,11,15,32,18
TR3740,16,35,38,15
TR37408,593,552,586,746
TR3741,8,5,10,11
TR37413-1,307,595,954,216
TR37413-2,512,415,542,1070
TR37418-1,3,1,4,2
TR37418-2,0,0,3,1
TR37419-1,0,5,13,1
TR37419-2,8,10,3,5
TR3742,0,1,4,8
TR37420-1,12,2,3,10
TR37420-2,1,2,4,8
TR3743,10,18,17,17
TR37433-1,0,8,0,1
TR37433-2,34,2,27,6
TR37439-1,61,74,50,159
TR37439-2,72,76,70,139
TR3744,1,3,0,8
TR37440-1,4,12,85,148
TR37440-2,2,0,124,178
TR37447-1,71,179,2029,944
TR37447-2,483,390,882,1073
TR3745,3,4,4,2
TR37451,867,1353,1613,2519
TR37458,2191,1398,1387,961
TR3746,4,4,4,4
TR37468-1,1,10,10,1
TR37468-2,0,0,1,0
TR3747-1,0,0,10,3
TR3747-2,3,4,13,15
TR37471-1,0,2,0,1
TR37471-2,7,4,23,3
TR37476-1,2,3,11,93
TR37476-2,12,32,28,65
TR37478,763,853,1333,869
TR3748,15,20,7,3
TR37481,296,160,377,556
TR3749,1,6,42,7
TR37491,58239,71135,111689,109544
TR37493,882,953,1331,1117
TR37499-1,34,42,26,23
TR37499-2,3,3,11,8
TR3751,24,24,21,17
TR37510,1017,681,591,517
TR37511,433,321,677,449
TR37513-4,2,19,43,46
TR37514-1,4,5,13,6
TR37514-2,6,2,18,4
TR37515-1,147,43,644,21
TR37515-2,3,2,9,3
TR3752,4,6,8,13
TR37520-1,361,1164,566,454
TR37520-2,14,26,41,13
TR37521,1812,1630,3302,3028
TR37523-1,12,22,15,29
TR37523-2,34,43,68,51
TR3753,4,6,5,2
TR37530-1,10,22,22,10
TR37530-2,2,12,8,12
TR3754,10,3,6,4
TR3755,2,2,8,4
TR37554,698,1015,1372,1577
TR37559,934,1258,1060,1010
TR3756,1,4,6,6
TR37563-1,2,3,2,2
TR37563-2,4,4,9,5
TR37566-1,5,2,16,14
TR37566-2,9,2,10,14
TR37567-1,1,6,5,5
TR37567-2,3,5,4,20
TR3757,7,4,3,6
TR37572,1375,1009,2431,1940
TR37574-1,12,10,16,12
TR37574-2,4,4,3,6
TR3758,0,4,18,45
TR37581,1340,1342,1914,1989
TR37586-1,26,20,21,30
TR37586-2,103,53,87,20
TR37586-3,21,56,312,127
TR3759,1,2,6,2
TR37591-1,1,3,4,6
TR37591-2,8,4,4,4
TR37596-1,14,43,1,0
TR37596-2,4,7,6,7
TR376,59,55,199,207
TR3760,2,0,35,19
TR37600-1,0,0,4,0
TR37600-2,34,65,59,49
TR37602,14790,15229,19623,19062
TR3761,19,19,36,28
TR37618-1,235,373,375,304
TR37618-2,664,560,588,579
TR3762,8,2,15,13
TR37623,832,933,1346,1435
TR3763,8,61,39,9
TR37632-1,237,356,307,415
TR37632-2,254,427,427,427
TR37635-1,3,5,12,4
TR37635-2,2,2,0,0
TR37637-3,1,14,6,6
TR3764,1,0,6,18
TR37641-1,9,2,51,49
TR37641-2,6,13,16,11
TR37643-1,9,4,6,7
TR37643-2,7,5,3,1
TR37645-1,6,5,11,7
TR37645-2,7,3,6,6
TR3765,0,2,9,23
TR37665-1,54,62,217,302
TR37665-2,61,58,148,223
TR3767,2,1,7,2
TR37678-1,2,14,0,1
TR37678-2,28,6,12,10
TR37678-3,4,10,7,13
TR37679,519,475,943,649
TR3768,5,0,53,0
TR37681-1,9,13,12,7
TR37681-2,1,6,1,0
TR37682-1,72,43,84,57
TR37682-2,2,17,16,17
TR37686,859,1230,2303,1818
TR37688-1,61,59,56,54
TR37688-2,24,22,41,21
TR3769-1,0,3,1,0
TR3769-2,1,2,4,5
TR37696,2228,1552,1962,1961
TR377,9,15,11,13
TR3770,15,22,34,12
TR37704-1,33,11,167,119
TR37704-2,30,60,68,41
TR37707-1,16,58,54,47
TR37707-2,32,14,52,57
TR37709-1,314,367,637,649
TR37709-2,160,174,156,225
TR3771,395,284,354,256
TR3772,8,8,20,14
TR37721,582,636,894,1002
TR37726-1,4,8,19,10
TR37726-2,1,17,16,77
TR3773,18,19,62,39
TR37730-1,123,175,174,162
TR37730-2,76,77,242,295
TR37739-1,493,1149,686,737
TR37739-2,218,210,453,163
TR37745-3,145,4,114,100
TR37746-1,267,372,610,618
TR37746-2,100,117,197,147
TR3775-1,2,6,0,3
TR3775-2,3,2,0,2
TR37751,648,835,645,582
TR37764-1,49,43,47,4
TR37764-2,4,10,8,27
TR3777,3,4,0,8
TR37770-1,2,6,14,2
TR37770-2,0,1,33,23
TR3778,4,0,5,3
TR37783,344,488,725,604
TR37789,1069,1525,2300,1355
TR3779-1,2,4,19,2
TR3779-2,10,6,2,2
TR37790,1227,1403,4434,4946
TR37793-1,0,5,3,1
TR37793-2,1,1,3,2
TR37798-1,19,28,75,11
TR37798-2,32,19,17,27
TR378,2,0,9,5
TR3780,5,8,15,13
TR37808,3219,4459,5583,6316
TR3781,12,10,16,20
TR37815-1,3,38,1,56
TR37815-2,1,10,4,5
TR37817-1,0,3,11,2
TR37817-2,1,10,13,8
TR37818-1,5,2,2,3
TR37818-2,3,1,26,17
TR37819,1530,834,7120,8437
TR3782,2,1,3,3
TR37821,431,547,1123,1255
TR37827,7777,10891,13179,15890
TR37829-1,0,11,23,10
TR37829-2,13,19,9,7
TR37831-1,17,14,14,101
TR37831-2,34,21,246,216
TR3784,0,3,9,4
TR37840,4665,5070,5546,5735
TR37848-1,9,11,6,4
TR37848-2,14,13,5,0
TR3785,12,9,27,15
TR37853,275,359,778,1111
TR37855-1,4,11,68,64
TR37855-2,5,1,22,9
TR3786,1,0,13,4
TR37860-1,13,21,35,53
TR37860-2,6,19,31,82
TR37864,304,452,434,602
TR37868,631,752,937,1031
TR37875-1,811,1338,1399,873
TR37875-2,580,556,469,521
TR3788,1,1,5,4
TR37881,956,1446,2055,2036
TR37884-1,1,1,4,1
TR37884-2,2,3,3,1
TR37885-1,31,22,606,1637
TR37885-2,138,43,1321,1260
TR37887-3,24,18,35,21
TR3789,2,2,1,2
TR37890-1,68,88,79,53
TR37890-2,64,34,6,37
TR37897,1230,1923,2355,2741
TR3790-1,3,10,13,16
TR3790-2,2,6,6,14
TR37903,4886,7528,11320,13950
TR37904-1,4,8,5,8
TR37904-2,95,163,242,246
TR37906-1,7,70,51,59
TR37906-2,22,24,53,40
TR3791,29,40,105,115
TR37919,541,1147,798,945
TR3792,3,10,9,7
TR3793,2,2,1,2
TR37938-1,0,7,0,18
TR37938-2,1,11,0,9
TR3794,2,4,14,4
TR3795,2,3,3,1
TR37951,549,679,925,1258
TR3796,0,3,5,2
TR37961-1,13,23,45,42
TR37961-2,17,16,24,33
TR37961-3,25,24,39,15
TR37961-4,4,27,14,19
TR37961-5,9,12,33,31
TR37965-1,4,10,12,3
TR37965-2,30,10,18,5
TR37966-4,5,8,16,11
TR37967,503,439,1137,1342
TR37969-1,23,5,15,5
TR37969-2,6,21,18,20
TR3797,0,9,7,4
TR37975-1,129,323,375,211
TR37975-2,315,98,171,327
TR37984,272,503,886,835
TR37985-1,83,87,105,112
TR37985-2,44,20,27,12
TR3799,8,21,12,33
TR37991-1,32,7,27,49
TR37991-2,2,13,29,24
TR37993-1,55,84,72,60
TR37993-2,51,139,89,102
TR37994,758,1054,1692,1705
TR37996,330,606,554,669
TR3800,78,175,137,85
TR38008-1,0,0,2,0
TR38008-2,1,7,12,14
TR38009-1,2,4,26,16
TR38009-2,7,45,67,28
TR3801,29,36,58,39
TR38011-1,156,83,96,42
TR38011-2,18,11,32,34
TR3802,10,9,5,7
TR38026-1,0,2,2,0
TR38026-2,0,0,2,3
TR38029,471,635,882,874
TR3803,3,1,4,2
TR38042-1,3,11,10,6
TR38042-2,1,3,0,5
TR38045,841,1185,1272,1112
TR38046-3,6,9,10,5
TR38049,52,103,124,390
TR38049-1,464,563,912,2071
TR38049-2,581,459,1778,310
TR3805,12,10,35,49
TR38058-1,28,46,23,11
TR38058-2,29,48,27,11
TR38059-1,89,111,379,176
TR38059-2,39,69,108,241
TR3806,3,1,3,1
TR38062,293,403,424,401
TR38064-3,5,1,5,3
TR38067,442,495,907,1756
TR3807,4,3,7,6
TR3808,107,128,327,166
TR38081-1,13,62,151,101
TR38081-2,137,133,149,53
TR3809,3,13,7,4
TR38093,916,1125,454,957
TR381,3,3,4,4
TR3810,3,0,2,6
TR38100,420,454,1855,1281
TR38106,1450,1404,2427,2673
TR38107-1,51,43,71,37
TR38107-2,74,70,272,379
TR3811,6,52,5,14
TR38113-1,2,1,4,12
TR38113-2,3,2,18,9
TR38116-1,0,0,8,15
TR38116-2,0,0,9,8
TR38117-1,58,70,124,101
TR38117-2,89,91,110,99
TR38117-3,87,68,115,90
TR3812,14,11,7,14
TR3813,12,11,4,16
TR38133-1,2,3,2,7
TR38133-2,23,9,13,11
TR38134-1,6,9,11,12
TR38134-2,53,47,69,74
TR38137,2351,4385,3205,3652
TR3814,7,2,6,7
TR38148-1,0,1,0,17
TR38148-2,0,0,0,0
TR3815,1,1,8,46
TR38150-1,16,6,25,14
TR38150-2,16,12,10,5
TR3816,33,36,98,102
TR38161-1,11,9,12,11
TR38161-2,4,8,10,10
TR38164-1,2,3,6,3
TR38164-2,1,1,4,2
TR38164-3,28,12,33,13
TR3817,9,5,18,12
TR38176-5,3,15,9,10
TR3818,13,14,2,8
TR3819,6,8,14,14
TR38198-1,3,5,7,12
TR38198-2,101,76,136,108
TR382,13,10,19,20
TR3820,1,1,6,7
TR38212-3,47,74,38,11
TR38212-4,23,48,34,50
TR38214-1,0,4,94,65
TR38214-2,0,1,161,72
TR3822,2,0,4,1
TR38228-1,2210,785,768,557
TR38228-2,832,422,299,229
TR3824,9,13,17,17
TR38241,4075,3633,15686,15660
TR3825,13,16,2,6
TR3826,15,10,9,10
TR38261,220,288,567,432
TR38272-1,49,53,95,68
TR38272-2,5,3,9,8
TR38281-1,2,14,27,5
TR38281-2,4,9,4,10
TR3829,2,2,3,6
TR38293-3,0,5,6,9
TR383,8,1,27,8
TR3830,4,2,5,3
TR3831,1,9,8,7
TR3832-1,3,3,5,3
TR3832-2,0,4,0,1
TR38320-3,36,54,82,41
TR38328-1,7,6,3,1
TR38328-2,18,31,31,20
TR3833,10,10,12,1
TR38331,351,603,504,486
TR3834,1,2,9,0
TR38346-1,0,4,2,0
TR38346-2,6,1,0,0
TR3835,2,11,12,9
TR3836,3,7,8,8
TR38364-1,1,3,62,45
TR38364-2,4,0,12,4
TR38364-3,2,1,14,19
TR3837,350,674,504,415
TR3838-1,5,3,7,5
TR3838-2,3,6,5,2
TR3839,12,20,26,19
TR38397-1,34,103,53,82
TR38397-2,42,42,11,50
TR384,2,5,15,16
TR3840,4,22,13,18
TR38404-1,1,7,6,4
TR38404-2,30,41,105,79
TR3841,36,7,8,10
TR38410-1,0,0,0,0
TR38410-2,0,1,2,6
TR3842,1,4,3,3
TR38422,729,784,1482,2151
TR38426-1,57,54,89,104
TR38426-2,33,32,46,31
TR38427-1,8,11,46,26
TR38427-2,5,7,0,30
TR3843,1,1,4,3
TR38434-1,22,25,25,40
TR38434-2,1,7,7,5
TR38441-1,9,22,13,16
TR38441-2,0,1,1,0
TR3845,4,15,13,10
TR3847,5,3,18,3
TR3848,3,1,16,16
TR38488,1116,664,6506,8981
TR3849,5,5,2,19
TR385,12,12,10,19
TR38504-1,14,9,79,25
TR38504-2,20,6,106,31
TR38505,549,322,358,436
TR3851,1,2,1,2
TR38515-1,5,5,0,14
TR38515-2,17,30,24,25
TR3852,11,7,27,9
TR38528-1,35,56,29,14
TR38528-2,27,16,53,35
TR3853,4,5,5,10
TR38536-1,305,661,592,524
TR38536-2,355,198,493,540
TR38540,844,439,404,434
TR38549-1,487,517,545,419
TR38549-2,339,220,415,425
TR3855,0,6,5,9
TR38557-1,3,0,2,2
TR38557-2,3,2,6,3
TR3856,2,9,68,14
TR3857,2,7,8,6
TR38573-1,61,48,94,90
TR38573-2,239,131,413,484
TR38574-1,10,4,4,9
TR38574-2,4,12,15,14
TR3858,7,6,1,4
TR38582-1,10,20,13,10
TR38582-2,1,0,1,2
TR38584-1,28,23,8,22
TR38584-2,27,26,40,31
TR38585-1,4,6,13,1
TR38585-2,40,164,159,147
TR38595,494,612,892,1163
TR38597-1,25,25,32,52
TR38597-2,32,26,37,45
TR386,3,5,23,11
TR3860,3,3,6,2
TR38606-1,0,5,3,11
TR38606-2,4,1,0,8
TR38608,6443,5604,5903,6044
TR3861,1,3,8,4
TR38612-1,11,65,1,6
TR38612-2,1,14,0,0
TR3862,25,37,26,10
TR38627-1,11,13,26,24
TR38627-2,0,0,0,1
TR3863-1,4,6,0,1
TR3863-2,4,0,2,1
TR38636-1,1,1,9,4
TR38636-2,7,1,5,22
TR3864,1,1,5,2
TR38643-1,1,5,8,18
TR38643-2,0,0,1,111
TR38646,330,318,620,455
TR3865,9,9,18,29
TR3866,0,5,5,0
TR3867,10,7,9,7
TR3868,1,6,7,6
TR38680-1,54,54,64,52
TR38680-2,54,92,125,41
TR38686-1,13,11,13,11
TR38686-2,0,0,1,2
TR3869,9,13,14,5
TR38692-1,10,5,25,19
TR38692-2,2,4,56,40
TR387,9,0,29,28
TR3871,5,1,12,32
TR38715,837,612,2587,3247
TR38716-3,12,38,12,18
TR38727-1,61,25,138,146
TR38727-2,19,35,112,70
TR38729-1,284,657,534,104
TR38729-2,1755,508,366,948
TR3873,3,2,13,13
TR38732-1,101,88,261,240
TR38732-2,28,60,178,244
TR38735,577,654,1305,1680
TR3874,2,9,5,11
TR38740,1110,1154,1757,2288
TR38742-1,0,0,0,7
TR38742-2,6,2,12,5
TR38747,4188,1789,19594,26793
TR38748-1,0,1,0,1
TR38748-2,15,12,0,2
TR3875,75,76,77,85
TR38761,1982,2242,3449,3697
TR3877,2,15,5,8
TR3879,3,7,5,8
TR38798-1,11,14,10,7
TR38798-2,16,9,13,18
TR38799-1,81,225,21,24
TR38799-2,11,0,0,0
TR388,49,17,1,0
TR3880,28,15,41,24
TR38803-1,0,0,3,12
TR38803-2,4,2,2,1
TR38804-1,24,25,21,22
TR38804-2,43,36,38,23
TR3881,1,1,5,2
TR38813-3,225,683,1590,803
TR38814,804,981,1311,873
TR38814-1,23,39,44,16
TR38814-2,44,31,73,29
TR3882,3,6,48,9
TR3883,6,4,9,7
TR38834-1,0,1,2,0
TR38834-2,40,4,25,15
TR38835,235,825,872,803
TR38837-1,17,18,57,31
TR38837-2,6,2,38,21
TR3884,12,6,12,12
TR38840-1,201,67,101,100
TR38840-2,163,70,81,88
TR38840-3,262,70,92,107
TR3885,0,2,10,3
TR38858-1,10,19,12,39
TR38858-2,17,3,9,3
TR3887,1,3,14,16
TR38873-3,15,21,18,12
TR38873-4,2,1,6,3
TR38888-1,73,74,85,100
TR38888-2,15,13,17,18
TR3889,2,2,5,6
TR38890,473,428,590,565
TR38892-1,21,19,35,45
TR38892-2,1,6,21,7
TR38895,1660,2141,2341,2353
TR38899-1,24,73,47,9
TR38899-2,51,34,12,23
TR389,3,5,7,10
TR38906-1,23,15,31,33
TR38906-2,1,5,8,6
TR38908-1,0,0,0,6
TR38908-2,3,2,1,3
TR3891,0,0,0,8
TR38924,846,851,1552,1397
TR3893-1,5,4,3,3
TR3893-2,13,8,2,7
TR38930-1,18,30,43,14
TR38930-2,34,27,63,56
TR38933-1,120,139,242,134
TR38933-2,2,1,110,4
TR38942-1,7,5,15,2
TR38942-2,3,7,1,6
TR38949-1,1,6,25,18
TR38949-2,2,0,20,10
TR3895,281,608,330,322
TR3896,303,225,341,268
TR38960,401,599,429,706
TR38965,1697,1410,2337,2704
TR38967-1,17,0,14,0
TR38967-2,6,2,1,1
TR38969-1,14,10,36,25
TR38969-2,2,9,16,2
TR38970,12437,22192,20320,18207
TR3898,1,8,15,4
TR3899,6,1,2,3
TR38993-1,39,18,24,23
TR38993-2,33,1,7,1
TR390,0,1,7,2
TR3900,3,12,2,4
TR39002,361,487,666,819
TR39011,1308,1329,4771,4384
TR39013,916,926,3106,2692
TR39015,414,425,1007,1085
TR39016-1,1,8,9,7
TR39016-2,6,22,15,12
TR39019,558,766,894,1019
TR39022-1,132,165,286,196
TR39022-2,127,206,187,139
TR39022-3,41,64,52,43
TR39023-1,12,6,19,14
TR39023-2,6,6,2,14
TR39024-1,66,88,149,179
TR39024-2,106,75,206,289
TR39027-1,17,18,20,82
TR39027-2,35,66,46,89
TR39033-1,7,49,16,11
TR39033-2,18,77,12,16
TR39036,770,911,2745,2734
TR39037-1,0,1,16,12
TR39037-2,0,17,10,25
TR3904,2,3,6,4
TR39040,345,466,775,815
TR39047-1,186,88,145,106
TR39047-2,83,125,165,103
TR39048-1,17,8,17,13
TR39048-2,2,6,11,28
TR3905-1,2,4,20,12
TR3905-2,14,21,11,32
TR39050-1,3,9,6,8
TR39050-2,4,4,2,12
TR3906,2,5,6,0
TR39060-1,148,238,286,209
TR39060-2,20,33,29,32
TR39065-1,30,36,44,27
TR39065-2,187,172,206,179
TR3907,5,10,3,1
TR39072-1,1,2,90,22
TR39072-2,0,2,0,3
TR39073-1,28,0,0,0
TR39073-2,0,1,1,3
TR3908,31,122,42,69
TR3909,3,3,1,5
TR39097-1,2,0,4,4
TR39097-2,0,0,0,14
TR39098,552,405,811,829
TR391,13,16,23,19
TR3910,113,133,189,95
TR39108-1,4,5,9,3
TR39108-2,1,3,1,1
TR3911,2,3,12,11
TR39113-1,0,9,10,8
TR39113-2,0,0,0,1
TR39115-1,4,4,19,3
TR39115-2,11,10,21,15
TR39119-1,3,4,15,5
TR39119-2,4,7,0,17
TR39120-1,13,7,5,3
TR39120-2,1,6,2,6
TR39124-1,33,43,95,50
TR39124-2,7,4,16,7
TR39126,757,448,1056,1571
TR39129-1,49,63,92,122
TR39129-2,11,15,83,45
TR3913,0,2,6,9
TR39139,382,437,1086,1206
TR3914,2,4,8,11
TR39145-1,10,12,28,23
TR39145-2,59,46,47,52
TR39154,380,660,697,646
TR39157-3,10,10,4,3
TR39157-4,4,21,18,12
TR39157-5,4,0,4,8
TR39157-6,3,3,0,9
TR39163-1,66,75,208,172
TR39163-2,5,18,30,30
TR3917,2,4,4,2
TR39170,3176,3459,5298,4883
TR39172-1,17,21,84,43
TR39172-2,0,5,1,40
TR39183,2997,3829,6991,6202
TR392,43,56,56,48
TR3920,5,9,11,19
TR39213-3,3,27,11,18
TR39216,364,518,1225,1725
TR3922,3,4,19,16
TR39220,298,308,553,670
TR39221-1,5,20,36,26
TR39221-2,3,33,5,23
TR39224-1,0,0,0,3
TR39224-2,0,2,1,1
TR39229-1,4,10,26,18
TR39229-2,18,12,11,41
TR39244,300,482,1197,2813
TR39246,1924,3415,3162,2726
TR3925,6,3,18,14
TR39256-1,6,17,53,31
TR39256-2,33,1067,642,58
TR39261-1,122,258,247,205
TR39261-2,72,187,127,188
TR39269-1,15,20,24,2
TR39269-2,2,5,7,19
TR3928,191,90,86,14
TR39280,1154,2041,1991,2252
TR39283-1,1,18,17,27
TR39283-2,30,31,48,26
TR39285,975,2122,948,861
TR3929,4,1,3,5
TR39290-1,1,16,3,3
TR39290-2,9,1,10,13
TR39291,940,967,915,999
TR39293-1,63,34,133,2
TR39293-2,379,68,127,158
TR39294-1,44,68,75,54
TR39294-2,43,11,59,22
TR393,10,7,12,17
TR39301-1,15,14,48,34
TR39301-2,19,66,73,44
TR3931,1933,2407,3982,3505
TR39310-3,0,0,2,1
TR39311,482,758,1189,1453
TR39316,865,1008,1291,1259
TR39323,661,1036,1584,2107
TR3933,40,27,65,25
TR39339,311,907,476,586
TR3934,3,5,3,6
TR39341-1,6,2,18,2
TR39341-2,1,1,1,9
TR39347-1,138,128,152,225
TR39347-2,51,9,106,39
TR39352-1,43,52,58,58
TR39352-2,3,4,14,28
TR3936-1,0,2,2,32
TR3936-2,1,1,0,24
TR39367-1,6,19,10,4
TR39367-2,3,14,3,18
TR39368-1,6,14,13,11
TR39368-2,19,8,5,26
TR3938,0,4,8,2
TR39380-3,32,88,112,128
TR39383-1,5,4,21,17
TR39383-2,2,0,0,9
TR3939,0,2,5,5
TR39393,2285,599,8913,11863
TR39394,931,524,3061,3352
TR39398,793,1094,3205,4473
TR3940,1,4,7,7
TR39402-1,1,4,0,0
TR39402-2,1,0,0,2
TR3941,3,4,10,3
TR39411,1494,1323,6559,8328
TR39415-1,3,7,13,0
TR39415-2,0,0,0,2
TR3942,10,11,10,8
TR39422,432,626,1003,1084
TR39425-1,5,11,8,8
TR39425-2,8,8,32,14
TR39427,1835,2311,2545,2834
TR39430-1,679,495,561,581
TR39430-2,1828,1285,2269,1691
TR39437-1,15,2,7,5
TR39437-2,62,61,99,69
TR39440,2093,2221,3599,3712
TR39443,526,401,535,408
TR39449-1,18,18,31,31
TR39449-2,18,20,29,22
TR3945,1,0,3,5
TR39458-1,14,3,10,12
TR39458-2,26,32,7,17
TR3946,17,8,4,3
TR39468,2268,1739,2097,2527
TR3947,611,424,462,314
TR39480-1,382,167,1121,2339
TR39480-2,94,65,300,335
TR39491,661,950,1107,1103
TR39499-1,356,553,778,980
TR39499-2,79,78,198,229
TR39500-1,1,0,18,8
TR39500-2,61,65,64,51
TR39505-1,9,5,18,9
TR39505-2,2,1,5,3
